seed method state_type dim total_cells perc_genes perc_cells flag ct_in_state adj.rsq max.rsq max.rsq_sub total_cells_can_occupy_state total_cells_occupy_state total_genes total_genes_in_state
8 cond_PCA across_cts 10 20000 0.7 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.848421805561846 0.773327842174227 0.773327842174227 20004 14002 2527 1768
6 cond_PCA across_cts 10 20000 0.7 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.824938958944265 0.785458396777686 0.785458396777686 20004 6001 2527 1768
2 cond_PCA across_cts 10 20000 0.7 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.842294103912551 0.772815500662768 0.772815500662768 20004 10002 2527 1768
9 cond_PCA across_cts 10 20000 0.7 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.815281642052438 0.744461242738236 0.744461242738236 20004 6001 2527 1768
10 cond_PCA across_cts 10 20000 0.5 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.771300693699051 0.673606161430264 0.673606161430264 20004 10002 2527 1263
4 cond_PCA across_cts 10 20000 0.7 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.826352829084607 0.726606334220478 0.726606334220478 20004 10002 2527 1768
10 cond_PCA across_cts 10 20000 0.5 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.795422989627088 0.729545207773582 0.729545207773582 20004 14002 2527 1263
8 PCA within_one_ct 105 40000 0.5 0.15 cts_100 all 0.116224169232721 0.0502244409192721 0.0604240627375473 609 91 2527 1263
1 cond_PCA across_cts 10 20000 0.7 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.856596535130068 0.77091714888573 0.77091714888573 20004 10002 2527 1768
8 cond_PCA within_one_ct 10 20000 0.7 0.3 NA MG 0.321013190391085 0.245436386152711 0.575006054501488 1292 387 2527 1768
3 cond_PCA across_cts 10 20000 0.7 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.853598463714692 0.772861596295811 0.772861596295811 20004 10002 2527 1768
8 cond_PCA across_cts 10 20000 0.7 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.821639124849089 0.751460958891779 0.751460958891779 20004 6001 2527 1768
7 cond_PCA within_one_ct 10 20000 0.7 0.3 NA EX 0.529392584593291 0.529135756051203 0.889212688092284 2001 600 2527 1768
10 cond_PCA across_cts 10 20000 0.7 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.847513564260086 0.742409533383563 0.742409533383563 20004 10002 2527 1768
1 cond_PCA within_one_ct 10 20000 0.7 0.5 NA ASC 0.359767770522503 0.357198551363394 0.800825978364639 1515 757 2527 1768
4 cond_PCA across_cts 10 20000 0.7 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.804256433060166 0.696520890947282 0.696520890947282 20004 6001 2527 1768
8 cond_PCA across_cts 10 20000 0.3 0.15 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.521451290906237 0.520572768828721 0.520572768828721 20004 3000 2527 758
9 cond_PCA within_one_ct 10 20000 0.7 0.5 NA INH 0.414700802850903 0.414804475555322 0.876705335031029 1939 969 2527 1768
10 cond_PCA across_cts 10 20000 0.7 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.815463778989002 0.736956396040863 0.736956396040863 20004 6001 2527 1768
3 cond_PCA across_cts 10 20000 0.7 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.804747090698374 0.719544272803353 0.719544272803353 20004 6001 2527 1768
8 cond_PCA across_cts 10 20000 0.5 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.777722966008135 0.699499979915577 0.699499979915577 20004 6001 2527 1263
5 cond_PCA across_cts 10 20000 0.7 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.83796305014315 0.73642953489801 0.73642953489801 20004 14002 2527 1768
3 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.220069900267201 0.12469732415958 0.0323894027722884 889 266 2527 1263
9 cond_PCA across_cts 10 20000 0.7 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.834262594499385 0.717119396332179 0.717119396332179 20004 10002 2527 1768
6 cond_PCA across_cts 10 20000 0.7 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.855675562070213 0.77150486512568 0.77150486512568 20004 14002 2527 1768
4 cond_PCA across_cts 10 20000 0.7 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.844616036019361 0.766813687712653 0.766813687712653 20004 14002 2527 1768
1 cond_PCA across_cts 10 20000 0.7 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.840989563036145 0.729636431132398 0.729636431132398 20004 14002 2527 1768
6 cond_PCA within_one_ct 10 20000 0.7 0.7 NA ODC 0.518039095413073 0.518155148853305 0.830347894323925 12220 8554 2527 1768
2 cond_PCA across_cts 10 20000 0.5 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.761413818730865 0.708977239705126 0.708977239705126 20004 6001 2527 1263
10 PCA within_one_ct 105 40000 0.5 0.15 cts_100 all 0.118108875480302 0.0264691937543061 0.0342242512537766 769 115 2527 1263
8 cond_PCA across_cts 10 20000 0.3 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.718881043039285 0.662067941216997 0.662067941216997 20004 10002 2527 758
9 cond_PCA within_one_ct 10 20000 0.7 0.15 NA INH 0.391806851878879 0.178569347795082 0.660043998551437 1939 290 2527 1768
1 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.234268084957463 0.0825541651633273 0.105379526572385 291 87 2527 1263
10 cond_PCA across_cts 10 20000 0.7 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.846070707401795 0.769987445057484 0.769987445057484 20004 14002 2527 1768
2 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.242619641352823 0.130042781430268 0.0766641685026294 873 261 2527 1263
6 cond_PCA across_cts 10 20000 0.15 0.15 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.257053138568216 0.148792116706559 0.148792116706559 20004 3000 2527 379
1 cond_PCA across_cts 10 20000 0.5 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.787418974441429 0.704634518720413 0.704634518720413 20004 14002 2527 1263
6 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.144946675311315 0.137856526348449 0.304705033666722 36 10 2527 1263
8 cond_PCA across_cts 10 20000 0.3 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.710490839689506 0.65698471667492 0.65698471667492 20004 14002 2527 758
3 cond_PCA across_cts 10 20000 0.3 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.592556453309595 0.548922726848732 0.548922726848732 20004 6001 2527 758
3 cond_PCA across_cts 10 20000 0.3 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.712447701706305 0.674537640407729 0.674537640407729 20004 10002 2527 758
4 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.224610144840724 0.043777765739095 0.0755201298108308 261 78 2527 1263
5 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.238707790829361 0.0582553362096807 0.0909484321474213 393 117 2527 1263
2 cond_PCA across_cts 10 20000 0.15 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.433373025122539 0.424680679562049 0.424680679562049 20004 6001 2527 379
8 cond_PCA across_cts 10 20000 0.3 0.3 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.670048551470387 0.606054403861536 0.606054403861536 20004 6001 2527 758
8 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.235805344527345 0.0852940316234857 0.0522789406563802 609 182 2527 1263
7 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.233264452177729 0.0406652295558338 0.104658949291817 597 179 2527 1263
9 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.230215068736205 0.0626566214138158 0.050157741225974 774 232 2527 1263
10 PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.236681194455846 0.0427914302449295 0.139798659909372 769 230 2527 1263
7 cond_PCA across_cts 10 20000 0.15 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.406152375810892 0.401836099482119 0.401836099482119 20004 10002 2527 379
1 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.370584800794092 0.164084486510624 0.132196079601923 291 145 2527 1263
4 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.381605439265578 0.0631544635090543 0.090285238388243 261 130 2527 1768
9 cond_PCA across_cts 10 20000 0.7 0.15 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.698058017933878 0.607106800944193 0.607106800944193 20004 3000 2527 1768
5 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.405174748297005 0.0951007061211565 0.117609508996966 393 196 2527 1263
3 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.400676042929484 0.227283867538028 0.167774647175957 889 444 2527 1263
6 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.245481094853739 0.231513946559011 0.154019131307538 36 18 2527 1263
2 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.378415810786753 0.173466617067423 0.0575617679759492 873 436 2527 1263
1 cond_PCA across_cts 10 20000 0.7 0.15 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.734435309561937 0.67705349103639 0.67705349103639 20004 3000 2527 1768
2 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.551917652398071 0.334727773817535 0.0462972697427952 873 611 2527 1263
6 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.419020678074405 0.397366419683344 0.283572355830521 36 25 2527 1263
10 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.397619178690194 0.0800553345564322 0.0642458267831999 769 384 2527 1263
8 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.41866892187197 0.156733598766695 0.068340638876667 609 304 2527 1263
9 cond_PCA across_cts 10 20000 0.3 0.7 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.690542621344378 0.612372060645634 0.612372060645634 20004 14002 2527 758
7 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.548166000218745 0.117444719548854 0.0829246646312642 597 417 2527 1263
2 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.11255542947214 0.0620274992368081 0.0420558025117875 873 130 2527 1768
10 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.568068080003013 0.122403248257328 0.0818955293903864 769 538 2527 1263
1 cond_PCA across_cts 10 20000 0.5 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.810943513521268 0.736540444349513 0.736540444349513 20004 10002 2527 1263
9 PCA within_one_ct 105 40000 0.5 0.15 cts_100 all 0.121318309962122 0.0308359378631716 0.031574973599588 774 116 2527 1263
7 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.109198287296477 0.0178128044879915 0.0791205150708249 597 89 2527 1768
3 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.119941491044491 0.0697057834999769 0.0400390128893491 889 133 2527 1768
6 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.0931670637727277 0.0892092616986336 0.254589550374292 36 5 2527 1768
3 cond_PCA across_cts 10 20000 0.5 0.15 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.65576505253565 0.596102905732324 0.596102905732324 20004 3000 2527 1263
4 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.538316077760819 0.14621833875054 0.0672659386939749 261 182 2527 1263
9 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.565046487779987 0.142119768359013 0.0887573032507242 774 541 2527 1263
10 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.23190966933041 0.0454936783278598 0.0683978382769779 769 230 2527 1768
1 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.554968695421437 0.298850642461366 0.0895033845089422 291 203 2527 1263
5 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.555946857960306 0.127198070366412 0.0886849969876277 393 275 2527 1263
3 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.566023066924086 0.321760443476987 0.0430528307041877 889 622 2527 1263
5 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.111561659554535 0.0246736189604191 0.0498655803112523 393 58 2527 1768
2 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.228310229294428 0.111577921527726 0.202729646606947 873 261 2527 1768
1 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.215249356624255 0.109345405898686 0.0994109148921848 291 87 2527 1768
4 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.104401893622021 0.0209604509359733 0.046435396773343 261 39 2527 1768
6 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.172173745041324 0.161887161532403 0.296493596617549 36 10 2527 1768
8 PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.561894238076276 0.173623588719564 0.210132372830101 609 426 2527 1263
3 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.242357474293941 0.136942966912902 0.0673756914077073 889 266 2527 1768
4 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.220773181495364 0.057141485989668 0.0799275836383295 261 78 2527 1768
3 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.419227417486319 0.233994138462493 0.13286973148207 889 444 2527 1768
8 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.113850187211921 0.028491999284352 0.0402894401934894 609 91 2527 1768
1 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.125902105831441 0.0383976452528864 0.0527224872277636 291 43 2527 1768
7 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.411935267891384 0.098061714992642 0.119205048195992 597 298 2527 1768
7 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.234474691954953 0.0433993924419105 0.0783166723517125 597 179 2527 1768
1 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.390779756966962 0.211770154538374 0.10376861517799 291 145 2527 1768
9 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.391829022638726 0.0720339860475271 0.105049614340168 774 387 2527 1768
2 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.393044785274767 0.209198826271097 0.223054812982071 873 436 2527 1768
1 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.546623341025286 0.270595134321912 0.0821895281509997 291 203 2527 1768
10 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.396608353487731 0.0863281318262638 0.107705927893916 769 384 2527 1768
8 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.244261858049579 0.0649775556817334 0.135374560327159 609 182 2527 1768
8 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.428571443746431 0.158633866204382 0.412868271603992 609 304 2527 1768
3 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.55949304280048 0.323758228257362 0.0442058845821861 889 622 2527 1768
6 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.336144894921336 0.31698982040849 0.256704585624677 36 25 2527 1768
7 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.541451121934888 0.13651841231464 0.121630559150013 597 417 2527 1768
5 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.557726954399835 0.135577615601652 0.12934153944449 393 275 2527 1768
10 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.116635686333405 0.0207976890184051 0.0336499385102595 769 115 2527 1768
9 PCA within_one_ct 105 40000 0.7 0.15 cts_100 all 0.118634604147998 0.0293136953586289 0.0643621553789308 774 116 2527 1768
9 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.571658035533907 0.151379270777294 0.0836149844509848 774 541 2527 1768
8 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.568104698685393 0.26916892572227 0.0575126852424293 609 426 2527 1768
6 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.103718973675561 0.0414229899436221 0.0414229899436221 40052 6007 2527 379
4 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.386949673205841 0.0802987975072497 0.0591480381574843 261 130 2527 1263
7 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.00989143143436044 0.00241859502234842 0.00241859502234842 40052 6007 2527 379
7 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.388668216633725 0.0634156782433403 0.116885580291727 597 298 2527 1263
8 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.166951584413069 0.106643296753527 0.106643296753527 40052 6007 2527 379
9 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.403633586500413 0.0978823215478887 0.194297829046074 774 387 2527 1263
4 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.134269624512537 0.0655233148964187 0.0655233148964187 40052 6007 2527 379
9 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.0973112179113731 0.0690867706015735 0.0690867706015735 40052 6007 2527 379
9 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.261333975872813 0.0605921860060011 0.327143819986053 774 232 2527 1768
5 PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.227817837696462 0.0616634654268687 0.124572432085769 393 117 2527 1768
6 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.293077743658478 0.280065608440097 0.197425900570027 36 18 2527 1768
5 PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.377237666153699 0.0926662598916828 0.0891598993944602 393 196 2527 1768
10 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.0217579425524844 0.0109475943627886 0.0109475943627886 40052 6007 2527 379
2 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.568396286173561 0.317259751894797 0.561509148322443 873 611 2527 1768
1 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.426289768989255 0.396918645221035 0.396918645221035 40052 12015 2527 379
4 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.52820235786955 0.138805113287735 0.0955563142440341 261 182 2527 1768
2 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.418010517991561 0.406848555625655 0.406848555625655 40052 12015 2527 379
3 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.375143213999046 0.354181340967545 0.354181340967545 40052 12015 2527 379
1 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.0366267884917337 0.0251145365024751 0.0251145365024751 40052 6007 2527 379
10 PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.56274570165094 0.105407370695368 0.125801225550431 769 538 2527 1768
2 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.184706964992566 0.113541738159309 0.113541738159309 40052 6007 2527 379
3 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.106838415833468 0.0461235817384025 0.0461235817384025 40052 6007 2527 379
10 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.429679971522664 0.411748257869909 0.411748257869909 40052 12015 2527 379
4 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.412211096435886 0.393894917313229 0.393894917313229 40052 12015 2527 379
5 PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.0163538600489196 0.00701124626936478 0.00701124626936478 40052 6007 2527 379
6 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.439584515214783 0.412031202878887 0.412031202878887 40052 12015 2527 379
5 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.41570882241788 0.389187289912474 0.389187289912474 40052 12015 2527 379
8 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.426649033733773 0.311355741512475 0.311355741512475 40052 12015 2527 379
7 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.490404428800024 0.464316372533173 0.464316372533173 40052 12015 2527 379
1 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.493935744599754 0.43073472385563 0.43073472385563 40052 20026 2527 379
9 PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.358753765569011 0.33006151202106 0.33006151202106 40052 12015 2527 379
2 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.457204850985955 0.444023959756631 0.444023959756631 40052 20026 2527 379
3 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.493929119851894 0.482181997556961 0.482181997556961 40052 20026 2527 379
6 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.527737169982358 0.515550488851288 0.515550488851288 40052 20026 2527 379
5 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.488735022795658 0.447682540816371 0.447682540816371 40052 20026 2527 379
7 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.478327647018877 0.458665854826716 0.458665854826716 40052 20026 2527 379
8 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.512649189571439 0.495029356274707 0.495029356274707 40052 20026 2527 379
4 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.485919195658414 0.466669592165434 0.466669592165434 40052 20026 2527 379
1 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.45614091231324 0.360972524932638 0.360972524932638 40052 28036 2527 379
9 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.491674497515626 0.479177923131798 0.479177923131798 40052 20026 2527 379
10 PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.525616214943547 0.512352810679269 0.512352810679269 40052 20026 2527 379
3 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.47658310633737 0.458467842894375 0.458467842894375 40052 28036 2527 379
5 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.515812006434089 0.487308243672685 0.487308243672685 40052 28036 2527 379
4 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.484964490704126 0.454206927750172 0.454206927750172 40052 28036 2527 379
6 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.450662933862318 0.249975062007813 0.249975062007813 40052 28036 2527 379
9 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.426814730079369 0.418030277460854 0.418030277460854 40052 28036 2527 379
4 PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.674512836650552 0.391112605990109 0.391112605990109 40052 28036 2527 758
2 PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.696465221015544 0.425132075635826 0.425132075635826 40052 28036 2527 758
6 PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.686933026216643 0.453177168617028 0.453177168617028 40052 28036 2527 758
10 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.432701574191586 0.420549043351968 0.420549043351968 40052 28036 2527 379
9 PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.677301539522988 0.495430939808082 0.495430939808082 40052 28036 2527 758
7 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.4953365655789 0.356162261949038 0.356162261949038 40052 28036 2527 379
8 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.495669475615384 0.269812936675353 0.269812936675353 40052 28036 2527 379
1 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.509010639507601 0.499823504083953 0.499823504083953 40052 6007 2527 758
2 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.502179052727881 0.483417589339152 0.483417589339152 40052 6007 2527 758
3 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.510445662457279 0.495622364134569 0.495622364134569 40052 6007 2527 758
2 PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.410164728836755 0.312389659182414 0.312389659182414 40052 28036 2527 379
5 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.459982221283646 0.450412725029396 0.450412725029396 40052 6007 2527 758
4 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.484186308856927 0.450907064764945 0.450907064764945 40052 6007 2527 758
9 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.477064668956319 0.46421177234979 0.46421177234979 40052 6007 2527 758
7 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.459456064927938 0.449599305598313 0.449599305598313 40052 6007 2527 758
8 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.497264870731052 0.485879847022969 0.485879847022969 40052 6007 2527 758
4 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.619548176170504 0.602554740531501 0.602554740531501 40052 12015 2527 758
5 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.655196481789007 0.526894936423711 0.526894936423711 40052 12015 2527 758
1 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.670226784309892 0.370596295956593 0.370596295956593 40052 12015 2527 758
3 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.655082911338343 0.627904807846318 0.627904807846318 40052 12015 2527 758
6 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.658423520721576 0.572284457191876 0.572284457191876 40052 12015 2527 758
4 PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.636502170174579 0.536211914231745 0.536211914231745 40052 6007 2527 1263
8 PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.646071501194204 0.627610131083832 0.627610131083832 40052 6007 2527 1263
8 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.651839790244207 0.42324225368414 0.42324225368414 40052 12015 2527 758
9 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.647872719976657 0.575471700953012 0.575471700953012 40052 12015 2527 758
2 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.697460043629105 0.580222533941837 0.580222533941837 40052 20026 2527 758
6 PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.631403051491428 0.399734491552118 0.399734491552118 40052 6007 2527 1263
9 PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.632419129263203 0.573369123170371 0.573369123170371 40052 6007 2527 1263
3 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.6761878216511 0.431897462116502 0.431897462116502 40052 20026 2527 758
4 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.708996413051988 0.408619870676914 0.408619870676914 40052 20026 2527 758
5 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.68698676628215 0.527996971758034 0.527996971758034 40052 20026 2527 758
6 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.453859458737644 0.421457789882949 0.421457789882949 40052 6007 2527 758
4 PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.75239113570723 0.39835648601827 0.39835648601827 40052 12015 2527 1263
10 PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.489832943683545 0.464698025649671 0.464698025649671 40052 6007 2527 758
7 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.652820766684073 0.505629846993306 0.505629846993306 40052 12015 2527 758
10 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.648091118398119 0.610216829718266 0.610216829718266 40052 12015 2527 758
1 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.708049451764444 0.639380479967664 0.639380479967664 40052 20026 2527 758
10 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.709326763814858 0.613056746970777 0.613056746970777 40052 20026 2527 758
8 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.69621156740701 0.571723407499002 0.571723407499002 40052 20026 2527 758
6 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.707833371456958 0.662011590034664 0.662011590034664 40052 20026 2527 758
1 PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.682020153038209 0.383661328522696 0.383661328522696 40052 28036 2527 758
2 PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.654395265446329 0.482530845253084 0.482530845253084 40052 12015 2527 758
7 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.67721977124059 0.606855257689464 0.606855257689464 40052 20026 2527 758
1 PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.630643985325667 0.554538551366967 0.554538551366967 40052 6007 2527 1263
9 PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.70530329665503 0.636408898868059 0.636408898868059 40052 20026 2527 758
