seed method state_type dim total_cells perc_genes perc_cells flag ct_in_state adj.rsq max.rsq max.rsq_sub total_cells_can_occupy_state total_cells_occupy_state total_genes total_genes_in_state
2 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.825921489104027 0.813173803086086 0.813173803086086 40052 12015 2527 1768
5 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.704718596152906 0.700268472694867 0.700268472694867 40052 12015 2527 758
2 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.857321909691381 0.847058149076685 0.847058149076685 40052 20026 2527 1768
3 cond_PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.510993232482607 0.49368137125426 0.49368137125426 40052 12015 2527 379
5 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.813311597308736 0.648701925243493 0.648701925243493 40052 20026 2527 1263
5 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.743537759595086 0.742116240427268 0.742116240427268 40052 6007 2527 1768
5 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.806612909272031 0.588685656925409 0.588685656925409 40052 28036 2527 1263
3 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.583947991162742 0.574566147695464 0.574566147695464 40052 6007 2527 758
5 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.847730165483543 0.82780246290468 0.82780246290468 40052 20026 2527 1768
4 cond_PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.380376312561033 0.159474170115943 0.159474170115943 40052 6007 2527 379
4 cond_PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.00755135652704431 0.000576083405768202 0.176760730013657 261 182 2527 1768
4 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.566879172448443 0.560559525911881 0.560559525911881 40052 6007 2527 758
4 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.821510962149583 0.81083545335712 0.81083545335712 40052 20026 2527 1263
6 cond_PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.397079288077362 0.211702157032521 0.211702157032521 40052 6007 2527 379
5 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.0749859359107939 0.0143849117197793 0.669609614987276 393 196 2527 1768
4 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.844500541224892 0.807259697575665 0.807259697575665 40052 28036 2527 1768
3 cond_PCA within_one_ct 105 40000 0.5 0.15 cts_100 all 0.0414494449050729 0.00355905613231622 0.123267663194895 889 133 2527 1263
6 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.595105578672106 0.589566803295675 0.589566803295675 40052 20026 2527 379
3 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.689961837110371 0.685006717011601 0.685006717011601 40052 6007 2527 1263
6 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.698505640930946 0.694788311827679 0.694788311827679 40052 12015 2527 758
4 cond_PCA within_one_ct 105 40000 0.15 0.7 cts_100 all 0.000253675340882276 0.000181717802023917 0.0564548751232128 261 182 2527 379
5 cond_PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.375697577327021 0.211996404652162 0.211996404652162 40052 6007 2527 379
3 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.815472794287589 0.42938386814832 0.42938386814832 40052 20026 2527 1263
4 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.673444327722911 0.668718463294505 0.668718463294505 40052 12015 2527 758
4 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.715214168293111 0.708475884654068 0.708475884654068 40052 28036 2527 758
3 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.735655748037114 0.732628590937509 0.732628590937509 40052 6007 2527 1768
4 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.782056483300714 0.781150906937633 0.781150906937633 40052 12015 2527 1263
3 cond_PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.146483440499061 0.0539667760817636 0.742113587885221 889 622 2527 1768
5 cond_PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.523978491719275 0.503807281405346 0.503807281405346 40052 12015 2527 379
6 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.74459546663089 0.743034507498291 0.743034507498291 40052 6007 2527 1768
4 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.739512667055849 0.736405652535333 0.736405652535333 40052 6007 2527 1768
4 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.821670141594843 0.81780401951647 0.81780401951647 40052 12015 2527 1768
5 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.546418590451935 0.523991371387171 0.523991371387171 40052 6007 2527 758
4 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.809938575978792 0.52347381703587 0.52347381703587 40052 28036 2527 1263
4 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.85707111725038 0.842453069413565 0.842453069413565 40052 20026 2527 1768
4 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.744229264749174 0.740664473459998 0.740664473459998 40052 20026 2527 758
5 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.729578880965889 0.720569487086347 0.720569487086347 40052 28036 2527 758
6 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.853278413447489 0.839848581669367 0.839848581669367 40052 28036 2527 1768
4 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.576151619930876 0.567328829678295 0.567328829678295 40052 20026 2527 379
4 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.684457196519734 0.681012812383108 0.681012812383108 40052 6007 2527 1263
3 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.21330783908155 0.11501997362549 0.753155535563641 889 444 2527 1768
6 cond_PCA within_one_ct 105 40000 0.15 0.5 cts_100 all -0.000899320658255931 8.53597321972543e-05 0.225899275426002 36 18 2527 379
6 cond_PCA within_one_ct 105 40000 0.15 0.3 cts_100 all -0.000717801231896686 0.000122457059389625 0.315028439912739 36 10 2527 379
5 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.68862713929484 0.684824408373398 0.684824408373398 40052 6007 2527 1263
6 cond_PCA within_one_ct 105 40000 0.5 0.5 cts_100 all -0.000165818478009117 0.000153142457880229 0.219140930078965 36 18 2527 1263
6 cond_PCA within_one_ct 105 40000 0.7 0.3 cts_100 all -0.000752299483517627 7.73898189138089e-05 0.129280892286051 36 10 2527 1768
5 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.582892272493023 0.576482025507398 0.576482025507398 40052 20026 2527 379
7 cond_PCA across_cts 105 40000 0.15 0.3 cts_100 all 0.570319253946444 0.560171704122403 0.560171704122403 40052 12015 2527 379
6 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all -0.000165717015305766 0.000129962501000391 0.282630034324069 36 18 2527 1768
5 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.847416708344102 0.832646183731679 0.832646183731679 40052 28036 2527 1768
5 cond_PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.053935997221468 0.00710014816794224 0.562564147015135 393 196 2527 1263
5 cond_PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.601637253182677 0.596677460847803 0.596677460847803 40052 28036 2527 379
5 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.779617194687477 0.75909206865072 0.75909206865072 40052 12015 2527 1263
5 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.728944141047557 0.71895029616168 0.71895029616168 40052 20026 2527 758
6 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.545092682014662 0.537301188251275 0.537301188251275 40052 6007 2527 758
7 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.688445012076555 0.687227111467497 0.687227111467497 40052 6007 2527 1263
7 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.778517098586315 0.738998002678282 0.738998002678282 40052 12015 2527 1263
7 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.813396447687696 0.696177604900234 0.696177604900234 40052 20026 2527 1263
7 cond_PCA within_one_ct 105 40000 0.3 0.7 cts_100 all 0.00911160228895291 0.00146005215301104 0.152950381126692 597 417 2527 758
6 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.815649132826183 0.433274924609521 0.433274924609521 40052 20026 2527 1263
5 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.827451557280082 0.807712789190738 0.807712789190738 40052 12015 2527 1768
7 cond_PCA within_one_ct 105 40000 0.5 0.15 cts_100 all 0.0244952093141527 0.00180719050195233 0.129905730061136 597 89 2527 1263
6 cond_PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.551960231629531 0.542239543973038 0.542239543973038 40052 28036 2527 379
8 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.697947811110666 0.693210860225613 0.693210860225613 40052 12015 2527 758
6 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.743611616354354 0.736172206797628 0.736172206797628 40052 20026 2527 758
6 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.78472784404843 0.744129635302553 0.744129635302553 40052 12015 2527 1263
6 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.726258101258397 0.721185677824311 0.721185677824311 40052 28036 2527 758
6 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.679532073973661 0.674825144004974 0.674825144004974 40052 6007 2527 1263
8 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.75285512432109 0.748921314957038 0.748921314957038 40052 6007 2527 1768
8 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.80750064528947 0.514738421230191 0.514738421230191 40052 28036 2527 1263
6 cond_PCA within_one_ct 105 40000 0.7 0.7 cts_100 all -0.00100937243928167 0.000122952519989949 0.350889716656386 36 25 2527 1768
7 cond_PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.364931176537891 0.179457870068459 0.179457870068459 40052 6007 2527 379
8 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.85063801334238 0.848666525211908 0.848666525211908 40052 20026 2527 1768
8 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.851648045407637 0.848481495559019 0.848481495559019 40052 28036 2527 1768
6 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.807272394266864 0.417186173657453 0.417186173657453 40052 28036 2527 1263
7 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.696994209322258 0.692123417618237 0.692123417618237 40052 12015 2527 758
6 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.829000183809105 0.823104784855015 0.823104784855015 40052 12015 2527 1768
6 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.857389706430509 0.856081812949622 0.856081812949622 40052 20026 2527 1768
7 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.548830031069153 0.542021129902745 0.542021129902745 40052 6007 2527 758
8 cond_PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.129331497731853 0.020735823268323 0.670101646531531 609 304 2527 1263
8 cond_PCA within_one_ct 105 40000 0.5 0.7 cts_100 all 0.0790450703565064 0.00985119566653692 0.56665597310024 609 426 2527 1263
7 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.811254598578001 0.468359997647679 0.468359997647679 40052 28036 2527 1263
6 cond_PCA within_one_ct 105 40000 0.5 0.15 cts_100 all -4.1281041381902e-05 0.000152500373139852 0.204277882402973 36 5 2527 1263
7 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.851719508829188 0.810928093183602 0.810928093183602 40052 28036 2527 1768
9 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.562644503580357 0.554454259784303 0.554454259784303 40052 6007 2527 758
9 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.693416162407358 0.690894864493015 0.690894864493015 40052 12015 2527 758
7 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.566222121925393 0.555740986282389 0.555740986282389 40052 20026 2527 379
9 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.743352310275559 0.737734422897429 0.737734422897429 40052 20026 2527 758
7 cond_PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.153938661767829 0.0235741099478567 0.584936850679628 597 179 2527 1768
8 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.574209644538901 0.565913489268738 0.565913489268738 40052 6007 2527 758
9 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.719414478669727 0.698220971741155 0.698220971741155 40052 28036 2527 758
7 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.720853232964593 0.714764067980414 0.714764067980414 40052 20026 2527 758
7 cond_PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.582513025128534 0.566708927753236 0.566708927753236 40052 28036 2527 379
7 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.828575380993417 0.825045784585393 0.825045784585393 40052 12015 2527 1768
9 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.782492383573004 0.770413290468217 0.770413290468217 40052 12015 2527 1263
7 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.733712364522202 0.722468766615845 0.722468766615845 40052 28036 2527 758
7 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.853999618961347 0.844001506851082 0.844001506851082 40052 20026 2527 1768
7 cond_PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.111436732954009 0.0251343802906056 0.539817579763999 597 298 2527 1263
7 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.749483584230895 0.747137838327054 0.747137838327054 40052 6007 2527 1768
7 cond_PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.11987364963782 0.0540179206906064 0.806617489902528 597 417 2527 1768
9 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.749069213021814 0.743097822392632 0.743097822392632 40052 6007 2527 1768
7 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.173779639825647 0.0642585108742295 0.847308378194555 597 298 2527 1768
8 cond_PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.582998867294332 0.572766196166645 0.572766196166645 40052 28036 2527 379
8 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.594657549960179 0.586990642193444 0.586990642193444 40052 20026 2527 379
10 cond_PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.342867598033928 0.218988205858068 0.218988205858068 40052 6007 2527 379
8 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.73655627098051 0.723723171669634 0.723723171669634 40052 20026 2527 758
8 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.729850918378388 0.71904831811025 0.71904831811025 40052 28036 2527 758
9 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.185202317435421 0.0742441982747815 0.777929745487932 774 387 2527 1768
8 cond_PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.136759540919709 0.0326810049079616 0.699184391907226 609 182 2527 1768
8 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.155359437838825 0.0485949073925847 0.782704489907409 609 304 2527 1768
10 cond_PCA across_cts 105 40000 0.3 0.15 cts_100 all 0.568861971166564 0.561027305902531 0.561027305902531 40052 6007 2527 758
10 cond_PCA across_cts 105 40000 0.3 0.3 cts_100 all 0.694566511042981 0.692865617212663 0.692865617212663 40052 12015 2527 758
9 cond_PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.541939143221032 0.524899068163827 0.524899068163827 40052 28036 2527 379
8 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.823668825259421 0.821544191623204 0.821544191623204 40052 12015 2527 1768
8 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.781311896814922 0.757208183233408 0.757208183233408 40052 12015 2527 1263
10 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.805714495033866 0.530052659795989 0.530052659795989 40052 28036 2527 1263
10 cond_PCA across_cts 105 40000 0.7 0.15 cts_100 all 0.734499649849556 0.729296662511379 0.729296662511379 40052 6007 2527 1768
8 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.81958313425374 0.764835097736559 0.764835097736559 40052 20026 2527 1263
8 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.695419335527808 0.693618196004603 0.693618196004603 40052 6007 2527 1263
9 cond_PCA across_cts 105 40000 0.15 0.15 cts_100 all 0.393721791884561 0.263833519236806 0.263833519236806 40052 6007 2527 379
9 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.820146001884822 0.751955526209589 0.751955526209589 40052 20026 2527 1263
10 cond_PCA within_one_ct 105 40000 0.3 0.15 cts_100 all 0.00900239349895704 0.000725841349757728 0.0516202726960308 769 115 2527 758
10 cond_PCA within_one_ct 105 40000 0.3 0.7 cts_100 all 0.0292295169121659 0.00259488549640563 0.258532367749413 769 538 2527 758
8 cond_PCA within_one_ct 105 40000 0.3 0.7 cts_100 all 0.0336475097761845 0.00341287815283564 0.34211545046308 609 426 2527 758
10 cond_PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.170347123891547 0.0322855975654806 0.654536421397366 769 230 2527 1768
8 cond_PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.0925737122550936 0.0146139796495446 0.627864654379434 609 426 2527 1768
9 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.581531515155221 0.572290301331285 0.572290301331285 40052 20026 2527 379
9 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.854497193500931 0.852893363759147 0.852893363759147 40052 20026 2527 1768
9 cond_PCA within_one_ct 105 40000 0.7 0.7 cts_100 all 0.12033823450374 0.0353187275459536 0.794380529897942 774 541 2527 1768
9 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.68422264924037 0.679734217309804 0.679734217309804 40052 6007 2527 1263
10 cond_PCA across_cts 105 40000 0.15 0.5 cts_100 all 0.600307037820397 0.59252518115304 0.59252518115304 40052 20026 2527 379
10 cond_PCA across_cts 105 40000 0.7 0.5 cts_100 all 0.857633467290814 0.853216584414742 0.853216584414742 40052 20026 2527 1768
9 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.853144957192485 0.850164092987431 0.850164092987431 40052 28036 2527 1768
9 cond_PCA within_one_ct 105 40000 0.3 0.7 cts_100 all 0.0346696272473646 0.00816685877913825 0.477431085627211 774 541 2527 758
10 cond_PCA within_one_ct 105 40000 0.5 0.3 cts_100 all 0.110717913208436 0.00990009848162232 0.389611652700051 769 230 2527 1263
9 cond_PCA across_cts 105 40000 0.5 0.7 cts_100 all 0.805406343303991 0.64491903811662 0.64491903811662 40052 28036 2527 1263
10 cond_PCA across_cts 105 40000 0.15 0.7 cts_100 all 0.53608875973929 0.521157992330131 0.521157992330131 40052 28036 2527 379
10 cond_PCA across_cts 105 40000 0.3 0.7 cts_100 all 0.711025419252562 0.699649347426412 0.699649347426412 40052 28036 2527 758
10 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.814103226344419 0.603944869826779 0.603944869826779 40052 20026 2527 1263
10 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.826458374429523 0.825029274542824 0.825029274542824 40052 12015 2527 1768
9 cond_PCA across_cts 105 40000 0.7 0.3 cts_100 all 0.829146938536304 0.828185712927244 0.828185712927244 40052 12015 2527 1768
9 cond_PCA within_one_ct 105 40000 0.7 0.3 cts_100 all 0.214224667491649 0.0734516985043454 0.793603925731139 774 232 2527 1768
10 cond_PCA across_cts 105 40000 0.7 0.7 cts_100 all 0.852508679372877 0.844888474179885 0.844888474179885 40052 28036 2527 1768
10 cond_PCA across_cts 105 40000 0.3 0.5 cts_100 all 0.745465441730829 0.734613527224474 0.734613527224474 40052 20026 2527 758
10 cond_PCA within_one_ct 105 40000 0.7 0.5 cts_100 all 0.1988567909048 0.0621248186424124 0.725924598822211 769 384 2527 1768
10 cond_PCA across_cts 105 40000 0.5 0.15 cts_100 all 0.678917561986357 0.677431728934714 0.677431728934714 40052 6007 2527 1263
10 cond_PCA across_cts 105 40000 0.5 0.3 cts_100 all 0.785636400993789 0.783243530514505 0.783243530514505 40052 12015 2527 1263
1 PCA within_one_ct 10 20000 0.5 0.5 NA ASC 0.381269775628938 0.169794174360416 0.0415718115722331 1515 757 2527 1263
1 PCA across_cts 10 20000 0.5 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.755234487177769 0.746650513482975 0.746650513482975 20004 10002 2527 1263
1 cond_PCA across_cts 10 20000 0.5 0.5 NA ASC_EX_INH_MG_ODC_OPC_PER.END 0.810943507440896 0.736540444349513 0.736540444349513 20004 10002 2527 1263
1 cond_PCA within_one_ct 10 20000 0.5 0.5 NA ASC 0.260608883956749 0.142306121825794 0.684358812754078 1515 757 2527 1263
2 PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.378415810786753 0.173466617067426 0.0575617679759569 873 436 2527 1263
2 PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.794861084869419 0.54498181116844 0.54498181116844 40052 20026 2527 1263
2 cond_PCA across_cts 105 40000 0.5 0.5 cts_100 all 0.81829293427641 0.582026543494525 0.582026543494525 40052 20026 2527 1263
2 cond_PCA within_one_ct 105 40000 0.5 0.5 cts_100 all 0.155381285329384 0.0428759400011116 0.653237646887702 873 436 2527 1263
1 cNMF within_one_ct 10 20000 0.15 0.15 NA ASC 0.11575948936099 0.115984815630409 0.00486212517964185 1515 227 2527 379
3 cNMF within_one_ct 10 20000 0.15 0.15 NA ODC 0.575408184076134 0.532626471713559 0.559147093564645 12220 1833 2527 379
7 cNMF within_one_ct 10 20000 0.15 0.15 NA EX 0.116425389362444 0.11615248531797 0.00885900575342282 2001 300 2527 379
9 cNMF within_one_ct 10 20000 0.15 0.15 NA INH 0.112059550721475 0.111734084172668 0.0101103076675761 1939 290 2527 379
4 cNMF within_one_ct 10 20000 0.15 0.3 NA INH 0.227648971225574 0.227626729751643 0.0131592695523837 1939 581 2527 379
8 cNMF within_one_ct 10 20000 0.15 0.5 NA MG 0.382579844141723 0.380670325002898 0.0245398477825556 1292 646 2527 379
5 cNMF within_one_ct 10 20000 0.15 0.15 NA EX 0.119228526169371 0.118370692407855 0.00865905397000515 2001 300 2527 379
6 cNMF within_one_ct 10 20000 0.15 0.15 NA ODC 0.497936962097694 0.456794610681231 0.474626536510647 12220 1833 2527 379
10 cNMF within_one_ct 10 20000 0.15 0.3 NA INH 0.229334807903569 0.227506573581597 0.0213568316648525 1939 581 2527 379
1 cNMF within_one_ct 10 20000 0.15 0.3 NA ASC 0.235291195255358 0.235318530878702 0.00927271354262395 1515 454 2527 379
6 cNMF within_one_ct 10 20000 0.15 0.3 NA ODC 0.572853117535644 0.562704219149387 0.519599787001949 12220 3666 2527 379
8 cNMF within_one_ct 10 20000 0.15 0.15 NA MG 0.113713089317528 0.113013320414833 0.0241565961642094 1292 193 2527 379
9 cNMF within_one_ct 10 20000 0.15 0.3 NA INH 0.237188676121461 0.235330206410344 0.0186600699131442 1939 581 2527 379
5 cNMF within_one_ct 10 20000 0.15 0.5 NA EX 0.381869764486149 0.379023050723669 0.0145202102617158 2001 1000 2527 379
4 cNMF within_one_ct 10 20000 0.15 0.5 NA INH 0.386732407493122 0.384657898310968 0.0133207511994156 1939 969 2527 379
3 cNMF within_one_ct 10 20000 0.15 0.3 NA ODC 0.700144046052044 0.66629322829758 0.665860116785462 12220 3666 2527 379
4 cNMF within_one_ct 10 20000 0.15 0.15 NA INH 0.109456278079593 0.109119701821062 0.00991313322873544 1939 290 2527 379
10 cNMF within_one_ct 10 20000 0.15 0.15 NA INH 0.111408618260226 0.10882672269366 0.0260033963197922 1939 290 2527 379
1 cNMF within_one_ct 10 20000 0.15 0.5 NA ASC 0.38479082162706 0.383742616877266 0.0383969023267612 1515 757 2527 379
5 cNMF within_one_ct 10 20000 0.15 0.3 NA EX 0.777618943432864 0.752731090264963 0.79073989225949 2001 600 2527 379
10 cNMF within_one_ct 10 20000 0.15 0.5 NA INH 0.38288557833622 0.375776618618566 0.0415863612149121 1939 969 2527 379
4 cNMF within_one_ct 10 20000 0.15 0.7 NA INH 0.56649902074469 0.563451903389655 0.0770828751449849 1939 1357 2527 379
8 cNMF within_one_ct 10 20000 0.15 0.3 NA MG 0.22967108775973 0.229377790965644 0.010122080084295 1292 387 2527 379
7 cNMF within_one_ct 10 20000 0.15 0.5 NA EX 0.793617758541335 0.781821491420023 0.739108373995947 2001 1000 2527 379
3 cNMF within_one_ct 10 20000 0.15 0.7 NA ODC 0.375224556822755 0.326721859394874 0.0524225174547398 12220 8554 2527 379
3 cNMF within_one_ct 10 20000 0.15 0.5 NA ODC 0.662266671342865 0.657027475145144 0.573225712977851 12220 6110 2527 379
6 cNMF within_one_ct 10 20000 0.15 0.5 NA ODC 0.223397907352471 0.20515182405319 0.0174859908903281 12220 6110 2527 379
2 cNMF within_one_ct 10 20000 0.15 0.7 NA ODC 0.558523358365192 0.521200480407208 0.327543008172744 12220 8554 2527 379
9 cNMF within_one_ct 10 20000 0.15 0.5 NA INH 0.402987968752061 0.397143794881947 0.0488094897977903 1939 969 2527 379
1 cNMF within_one_ct 10 20000 0.15 0.7 NA ASC 0.55082013541978 0.550019212061052 0.014352213870211 1515 1060 2527 379
7 cNMF within_one_ct 10 20000 0.15 0.7 NA EX 0.557925623330643 0.55577128530662 0.0445070553656626 2001 1400 2527 379
9 cNMF within_one_ct 10 20000 0.15 0.7 NA INH 0.553120409386634 0.550441448124667 0.0262068566225503 1939 1357 2527 379
6 cNMF within_one_ct 10 20000 0.15 0.7 NA ODC 0.382459324158027 0.326548208482727 0.062276278376347 12220 8554 2527 379
6 cNMF within_one_ct 10 20000 0.3 0.15 NA ODC 0.737844864701997 0.587542609219132 0.722347639135228 12220 1833 2527 758
1 cNMF within_one_ct 10 20000 0.3 0.15 NA ASC 0.113890509441755 0.114015843254334 0.0279769471830266 1515 227 2527 758
2 cNMF within_one_ct 10 20000 0.3 0.15 NA ODC 0.669843683739723 0.595635104247282 0.654328759151349 12220 1833 2527 758
8 cNMF within_one_ct 10 20000 0.15 0.7 NA MG 0.543339467477675 0.542478221142432 0.0056690293731049 1292 904 2527 379
5 cNMF within_one_ct 10 20000 0.3 0.15 NA EX 0.723068296656452 0.689344972038357 0.801908516463033 2001 300 2527 758
5 cNMF within_one_ct 10 20000 0.15 0.7 NA EX 0.550831922783242 0.545129473663889 0.0868664842930629 2001 1400 2527 379
4 cNMF within_one_ct 10 20000 0.3 0.15 NA INH 0.136161008671758 0.135809780454258 0.0595408952806859 1939 290 2527 758
1 cNMF within_one_ct 10 20000 0.3 0.3 NA ASC 0.671671032888081 0.647942819539343 0.732353809253573 1515 454 2527 758
7 cNMF within_one_ct 10 20000 0.3 0.15 NA EX 0.131076081143954 0.129937740691236 0.0918512795294404 2001 300 2527 758
9 cNMF within_one_ct 10 20000 0.3 0.3 NA INH 0.228620105204956 0.226030348013192 0.026738364537426 1939 581 2527 758
4 cNMF within_one_ct 10 20000 0.3 0.3 NA INH 0.753760955080181 0.731233869257537 0.754690809502259 1939 581 2527 758
10 cNMF within_one_ct 10 20000 0.3 0.15 NA INH 0.107499851543861 0.107188321118688 0.0160852051471767 1939 290 2527 758
9 cNMF within_one_ct 10 20000 0.3 0.15 NA INH 0.112841118643707 0.112288893554366 0.0196861274889387 1939 290 2527 758
10 cNMF within_one_ct 10 20000 0.15 0.7 NA INH 0.572772561775374 0.571315655318469 0.0768826737212778 1939 1357 2527 379
5 cNMF within_one_ct 10 20000 0.3 0.3 NA EX 0.237392903175594 0.234534136072391 0.0820655717094968 2001 600 2527 758
