method data_param num_cells seed dim vargenes adj.rsq max.rsq
scaled_NMF all_cell_types 100 3 50 20000 0.00412696739979868 0.0334777737719264
scaled_NMF all_cell_types 100 2 50 20000 -0.0515080314890546 0.0281963790223222
scaled_NMF all_cell_types 100 4 50 20000 -0.108731967919065 0.0287588286438929
scaled_NMF all_cell_types 100 5 50 20000 0.00780361581815681 0.035529784640543
scaled_NMF all_cell_types 50 3 50 20000 -0.346069312224368 0.0266903427846621
scaled_NMF all_cell_types 50 2 50 20000 0.724170574361124 0.0404051217456752
scaled_NMF all_cell_types 50 5 50 20000 -0.22206291378807 0.0351888174071883
scaled_NMF all_cell_types 50 4 50 20000 0.993493545655617 0.0235106912054202
scaled_NMF all_cell_types 500 5 50 20000 0.0061672618424311 0.00728751695281737
scaled_NMF all_cell_types 500 4 50 20000 0.0377739285180091 0.00894304462807471
scaled_NMF all_cell_types 500 3 50 20000 0.0285233161712374 0.0109334747075751
scaled_NMF all_cell_types 500 2 50 20000 0.00926198459187466 0.00899392511376595
NMF all_cell_types 1000 1 50 20000 0.0363325015260721 0.0116043918105475
NMF all_cell_types 1000 3 50 20000 0.0371352066411833 0.0212562686345735
NMF all_cell_types all 4 50 3000 0.0874345928835202 0.0145266140270833
scaled_NMF all_cell_types 1000 5 50 20000 0.0426998128250683 0.01210782498853
NMF all_cell_types all 5 50 3000 0.0874345928835202 0.0145266140270833
NMF all_cell_types all 1 50 3000 0.0874345928835202 0.0145266140270833
NMF all_cell_types all 3 50 3000 0.0874345928835202 0.0145266140270833
NMF all_cell_types all 2 50 3000 0.0874345928835202 0.0145266140270833
PCA int_ex 500 2 50 19425 0.468805091945272 0.154272249631163
PCA int_ex 500 3 50 19425 0.440173911906969 0.106403457477967
PCA int_ex 10000 3 50 3000 0.375002017659 0.0941385566271278
PCA all_cell_types 10000 3 50 3000 0.0516085966062423 0.00753260889727658
PCA int_ex 1000 2 50 19425 0.474390634880586 0.144716573912357
PCA all_cell_types 15000 5 50 3000 0.0564907761458384 0.0131942531627171
PCA all_cell_types 500 1 50 20000 0.105938687259412 0.0251717190369329
UMAP all_cell_types 1000 3 50 3000 -0.00164441923794856 -0.000640767638693918
UMAP all_cell_types 1000 2 50 20000 0.0027413400769114 0.00311090081089349
PCA int_ex 1000 1 50 19425 0.450905136783297 0.208547981080831
PCA all_cell_types 5000 1 50 3000 0.0481980138270068 0.00626741110392481
PCA int_ex all 4 50 3000 0.384879876108088 0.100370093833127
PCA all_cell_types 15000 2 50 3000 0.0545870718456526 0.00801301096719975
PCA all_cell_types 15000 3 50 3000 0.0504673914299165 0.00638007099732585
PCA all_cell_types 15000 4 50 3000 0.0560188743156453 0.00639995526342729
PCA int_ex all 5 50 3000 0.384879876108088 0.100370093833127
PCA int_ex 5000 4 50 19425 0.491340089482536 0.160504479776746
PCA all_cell_types 25000 1 50 3000 0.0642938489465615 0.00738377207174723
PCA all_cell_types 5000 2 50 20000 0.219244525945246 0.046967429086415
PCA all_cell_types 25000 5 50 3000 0.0687221394707125 0.0177661850817847
PCA int_ex all 1 50 3000 0.384879876108088 0.100370093833127
PCA int_ex 5000 5 50 19425 0.489989894013446 0.206108815449833
PCA int_ex 5000 3 50 19425 0.51755085741755 0.192423081498983
PCA all_cell_types 35000 5 50 3000 0.0753756325208069 0.0194579300298099
PCA all_cell_types all 3 50 3000 0.0825622416102797 0.0154058873381946
PCA all_cell_types 35000 2 50 3000 0.0762362990069332 0.0104885769503716
PCA all_cell_types all 4 50 3000 0.0825622416102797 0.0154058873381946
PCA all_cell_types 35000 1 50 3000 0.0728102091560928 0.0119172340114765
PCA all_cell_types 35000 4 50 3000 0.0685433753748127 0.00989095759322023
PCA all_cell_types 5000 1 50 20000 0.221158304571248 0.0399026022304673
PCA all_cell_types 25000 3 50 3000 0.0622074165244928 0.0114829708364621
PCA all_cell_types 5000 5 50 20000 0.213686428768257 0.0368568231555212
PCA all_cell_types 35000 3 50 3000 0.0735396772980259 0.0144339431760883
PCA all_cell_types 5000 3 50 20000 0.221146123965203 0.0378350932853841
PCA int_ex 10000 5 50 19425 0.521147102979701 0.197302660859084
PCA int_ex 5000 1 50 19425 0.485165406037878 0.191946439830958
PCA int_ex 10000 1 50 19425 0.511527880645883 0.187764867633861
PCA int_ex 10000 3 50 19425 0.523477537665746 0.186953061302158
PCA all_cell_types 10000 4 50 20000 0.236653469549608 0.0471571838626661
PCA int_ex 10000 2 50 19425 0.514015019449208 0.17951048442606
UMAP all_cell_types 10000 4 50 3000 0.00439731978290758 0.00440228341326698
PCA int_ex 10000 4 50 19425 0.515440671392915 0.1762437688958
PCA all_cell_types all 1 50 3000 0.0825622416102778 0.0154058873381949
UMAP all_cell_types 10000 1 50 3000 0.00254879752136494 0.0013529149347582
PCA all_cell_types 5000 4 50 20000 0.21344523570334 0.0661289422938862
PCA all_cell_types 15000 4 50 20000 0.247129246179597 0.0450971469993228
UMAP all_cell_types 15000 3 50 3000 0.0057725826595354 0.00575888774459932
PCA all_cell_types 10000 1 50 20000 0.261423329695069 0.0449321629379555
PCA all_cell_types 15000 2 50 20000 0.256616827934248 0.0450318970626817
PCA all_cell_types 25000 1 50 20000 0.281613651502932 0.0391670250586635
PCA int_ex all 1 50 19425 0.523688425772485 0.184500140131606
PCA all_cell_types 25000 2 50 20000 0.273068119828244 0.0459225691248104
PCA int_ex all 2 50 19425 0.523688425772485 0.184500140131606
PCA all_cell_types 25000 5 50 20000 0.302717742806141 0.0499294087649436
UMAP all_cell_types 10000 5 50 20000 0.00754212466529147 0.00620201807970466
UMAP all_cell_types 1000 5 50 20000 0.000720057647014993 0.000812651813517862
UMAP all_cell_types 10000 2 50 20000 0.00604546523422456 0.00586246899926068
PCA all_cell_types 25000 3 50 20000 0.280094862428793 0.0473963236261602
PCA int_ex all 5 50 19425 0.523688425772485 0.184500140131606
PCA int_ex all 3 50 19425 0.523688425772485 0.184500140131606
PCA all_cell_types 10000 3 50 20000 0.231113821088237 0.0408847984014001
UMAP all_cell_types 10000 4 50 20000 0.00520921677383412 0.00446248703513152
PCA int_ex all 4 50 19425 0.523688425772485 0.184500140131606
UMAP all_cell_types 15000 1 50 20000 0.00420313514488202 0.00227056640278012
PCA all_cell_types 35000 2 50 20000 0.303379798518322 0.0440493759772576
UMAP all_cell_types 5000 2 50 20000 0.00230350439833082 0.00198597029937719
PCA all_cell_types 35000 3 50 20000 0.286892699493264 0.0436657911148136
UMAP all_cell_types 5000 4 50 20000 0.0030396886913503 0.00304559955631911
UMAP all_cell_types 15000 4 50 20000 0.00533089799707054 0.00368853530334079
UMAP all_cell_types 5000 1 50 20000 0.00190977546301563 0.00122223660383691
UMAP all_cell_types 5000 3 50 20000 0.00612360128866429 0.00547478228463838
UMAP all_cell_types 5000 5 50 20000 0.0129190878919222 0.0082688079521992
UMAP int_ex 100 4 50 19425 -0.018044717356366 -0.00819819296918811
UMAP int_ex 500 3 50 19425 -0.00267195979428969 -0.000992731139070946
UMAP int_ex 1000 4 50 3000 0.0035945563756079 0.00166189020819196
UMAP int_ex 500 1 50 19425 -0.00323616218804901 -0.00131131516852467
UMAP all_cell_types 10000 1 50 20000 0.00329347365091603 0.00190580085834435
UMAP all_cell_types 15000 4 50 3000 0.00419233842982214 0.00251462418790571
UMAP int_ex 500 4 50 19425 0.0023196124616236 0.00211264567969272
UMAP all_cell_types 25000 2 50 3000 0.00301003147719459 0.00200267037905244
UMAP all_cell_types 25000 1 50 3000 0.00400126775871013 0.00252316679065656
UMAP int_ex 500 5 50 19425 0.00614761279472065 0.00784727344399472
PCA all_cell_types all 5 50 3000 0.0825622416102797 0.0154058873381946
UMAP int_ex 5000 5 50 3000 -5.65196583637295e-05 0.000133157204178502
PCA all_cell_types 15000 5 50 20000 0.24876382047775 0.0520171535209186
UMAP all_cell_types 25000 3 50 3000 0.00399452964520619 0.00301642372797795
UMAP int_ex 1000 2 50 19425 0.00427078935962855 0.00446390427903198
PCA all_cell_types 35000 4 50 20000 0.303842605372302 0.042828334820931
UMAP int_ex 1000 1 50 19425 0.0070381859437143 0.00778800348313546
UMAP int_ex 5000 1 50 3000 0.00314161107378352 0.00198346105779501
UMAP all_cell_types 35000 2 50 3000 0.00333830647028555 0.0033505807091555
UMAP int_ex 1000 2 50 3000 0.000886469447447746 0.00188603930697939
PCA all_cell_types 35000 5 50 20000 0.312289028114028 0.04557448551355
UMAP all_cell_types 25000 4 50 3000 0.00301241634104432 0.00274335515208091
UMAP int_ex all 4 50 3000 0.00217839397486752 0.00224069667975735
UMAP int_ex 5000 3 50 3000 0.00123726694526971 0.00143703239692461
UMAP all_cell_types 15000 5 50 20000 0.00521208633624137 0.00367827197676396
UMAP all_cell_types 15000 5 50 3000 0.00155668952151855 0.00105137737042593
UMAP int_ex 1000 3 50 19425 7.75589294343959e-06 0.000309433308528173
UMAP int_ex all 2 50 3000 0.00217839397486752 0.00224069667975735
UMAP int_ex 10000 2 50 3000 0.00421190331171784 0.00372057332368481
UMAP all_cell_types 35000 1 50 3000 0.00322244696987584 0.00177551164597889
PCA all_cell_types 10000 5 50 20000 0.241034263802508 0.047119708798998
UMAP int_ex 5000 4 50 3000 0.00161841795477857 0.00145847794781739
UMAP int_ex 5000 2 50 19425 -2.36003234528326e-05 3.04408005490364e-05
UMAP all_cell_types 35000 5 50 3000 0.00356226101616053 0.00197578561419454
UMAP all_cell_types 35000 3 50 3000 0.0036140144585437 0.00345953682151512
UMAP int_ex all 1 50 3000 0.00217839397486752 0.00224069667975735
UMAP all_cell_types 15000 1 50 3000 0.0034637785967303 0.00225240364558144
UMAP int_ex 5000 1 50 19425 0.00426765260525397 0.00293331670592678
UMAP int_ex all 5 50 3000 0.00217839397486752 0.00224069667975735
UMAP all_cell_types 35000 4 50 3000 0.00380027080452383 0.00206930177494247
UMAP int_ex 10000 1 50 3000 0.00189092489150378 0.00109395433061321
UMAP int_ex 5000 5 50 19425 0.00495883522606788 0.00233338051650234
UMAP int_ex 10000 1 50 19425 0.0119225923374962 0.00423085497744369
UMAP all_cell_types all 1 50 3000 0.00354329865492997 0.0023636415078514
UMAP int_ex 5000 3 50 19425 0.00101490435404417 0.00121101070147778
UMAP all_cell_types 25000 2 50 20000 0.00635799943554871 0.00421275529847509
UMAP int_ex all 3 50 3000 0.00217839397486752 0.00224069667975735
UMAP all_cell_types all 3 50 3000 0.00354329865492997 0.0023636415078514
UMAP all_cell_types 25000 3 50 20000 0.00695577254227264 0.00532350601166176
Cond_PCA all_cell_types 5000 2 50 3000 0.0646155629886821 0.010670477627395
UMAP int_ex all 5 50 19425 0.0128785481394017 0.00616539424620721
UMAP all_cell_types 15000 2 50 20000 0.00619818571540354 0.00518858375521325
UMAP all_cell_types 25000 5 50 20000 0.00560533581331157 0.00361086508956954
UMAP all_cell_types all 5 50 3000 0.00354329865492997 0.0023636415078514
UMAP int_ex all 2 50 19425 0.0128785481394017 0.00616539424620721
Cond_PCA all_cell_types 100 4 50 20000 -0.0361552910986886 0.064511946655341
UMAP int_ex 10000 3 50 19425 0.0123274179843921 0.00859874875999
UMAP all_cell_types all 2 50 3000 0.00354329865492997 0.0023636415078514
UMAP int_ex all 4 50 19425 0.0128785481394017 0.00616539424620721
UMAP all_cell_types 35000 3 50 20000 0.00643057173037587 0.00451190750206565
Cond_PCA all_cell_types 10000 5 50 3000 0.07374876835814 0.0208068213988705
Cond_PCA all_cell_types 100 5 50 20000 -0.0171892947303376 0.0954620543333853
PCA all_cell_types all 5 50 20000 0.310406338796904 0.0449585476616174
PCA all_cell_types all 2 50 20000 0.310406338796905 0.044958547661618
UMAP all_cell_types 25000 5 50 3000 0.00338046263725023 0.00187139510541756
UMAP int_ex all 3 50 19425 0.0128785481394017 0.00616539424620721
UMAP all_cell_types 35000 4 50 20000 0.00707022914196187 0.00462069142665156
UMAP int_ex 10000 2 50 19425 0.00425987894675206 0.00324478822044183
Cond_PCA all_cell_types 10000 3 50 3000 0.0722481621664719 0.0184985079401974
Cond_PCA all_cell_types 15000 3 50 3000 0.0765539793416961 0.0163120768786316
Cond_PCA all_cell_types 15000 4 50 3000 0.080940399971966 0.0133192294887049
Cond_PCA all_cell_types 15000 5 50 3000 0.0850613131283315 0.0208568813664004
PCA all_cell_types all 4 50 20000 0.310406338796904 0.0449585476616174
Cond_PCA all_cell_types 25000 5 50 3000 0.119290347758747 0.021562172654699
Cond_PCA all_cell_types 10000 4 50 3000 0.0768833101470315 0.0222221344483503
Cond_PCA all_cell_types 25000 2 50 3000 0.11405532550795 0.0271815027357832
Cond_PCA all_cell_types 25000 4 50 3000 0.105737695946829 0.0208636183234164
Cond_PCA all_cell_types 25000 3 50 3000 0.115453311690918 0.02647045830633
UMAP int_ex 10000 5 50 19425 0.000163852057823544 0.000244513372469668
PCA all_cell_types all 3 50 20000 0.310406338796904 0.0449585476616174
Cond_PCA all_cell_types 35000 2 50 3000 0.129917458030389 0.0284502369829706
UMAP all_cell_types 25000 4 50 20000 0.00646780656194124 0.00507134216442628
UMAP all_cell_types 35000 5 50 20000 0.00193476007008531 0.0011688276190287
Cond_PCA all_cell_types 15000 2 50 3000 0.0883826478572763 0.0153897881968553
Cond_PCA all_cell_types 35000 1 50 3000 0.125847613109907 0.0242860024857612
Cond_PCA all_cell_types 35000 5 50 3000 0.131253367195933 0.0293891523325492
Cond_PCA all_cell_types 35000 4 50 3000 0.123695225973491 0.0155076594010835
Cond_PCA all_cell_types 15000 1 50 3000 0.0895826172399289 0.0194123768910087
Cond_PCA all_cell_types 25000 1 50 3000 0.110357450354491 0.0257939187315602
UMAP all_cell_types 35000 1 50 20000 0.00403063945904969 0.00403415632579429
UMAP int_ex 10000 4 50 19425 0.0168922139409069 0.00576410282711171
UMAP all_cell_types all 3 50 20000 0.000917670894917011 0.00078153227133726
UMAP all_cell_types 25000 1 50 20000 0.00681047278541791 0.00498011501078932
UMAP int_ex all 1 50 19425 0.00672112376711964 0.00328266648150932
UMAP all_cell_types all 1 50 20000 0.000917670894917011 0.00078153227133726
UMAP all_cell_types all 2 50 20000 0.000917670894917011 0.00078153227133726
Cond_PCA all_cell_types 1000 3 50 20000 0.196811195045157 0.0749256763782902
Cond_PCA all_cell_types 1000 2 50 20000 0.16782105373865 0.0332238867812212
UMAP all_cell_types all 4 50 20000 0.000917670894917011 0.00078153227133726
UMAP all_cell_types 35000 2 50 20000 0.0056695361360185 0.00389206107485085
UMAP all_cell_types all 5 50 20000 0.000917670894917011 0.00078153227133726
Cond_PCA all_cell_types 35000 3 50 3000 0.132584552867208 0.0179652373170508
Cond_PCA int_ex 5000 4 50 3000 0.337873132747555 0.090161340393724
Cond_PCA int_ex 5000 3 50 3000 0.363198708066932 0.101189920078011
Cond_PCA int_ex 5000 2 50 3000 0.352021391460667 0.0772070044904498
Cond_PCA int_ex 5000 1 50 3000 0.336566110187954 0.0973352082398945
Cond_PCA int_ex 10000 3 50 3000 0.373320525874679 0.105111904648634
Cond_PCA int_ex 10000 2 50 3000 0.371078079349537 0.0814457079237003
Cond_PCA int_ex 10000 5 50 3000 0.371806307283551 0.0837698219154839
Cond_PCA int_ex 10000 4 50 3000 0.369239309914324 0.0886725747075973
Cond_PCA int_ex 10000 1 50 3000 0.36132412853265 0.112410805305279
Cond_PCA int_ex all 2 50 3000 0.387236710551758 0.106746960094585
Cond_PCA int_ex all 1 50 3000 0.387236710551758 0.106746960094587
Cond_PCA int_ex all 4 50 3000 0.387236710551758 0.106746960094585
Cond_PCA int_ex all 3 50 3000 0.387236710551758 0.106746960094586
Cond_PCA all_cell_types all 4 50 3000 0.136905101035313 0.0279548456635637
Cond_PCA all_cell_types all 1 50 3000 0.136905101035313 0.0279548456635637
Cond_PCA all_cell_types all 2 50 3000 0.136905101035313 0.0279548456635637
Cond_PCA all_cell_types all 3 50 3000 0.136905101035313 0.0279548456635637
Cond_PCA all_cell_types all 5 50 3000 0.136905101035313 0.0279548456635637
Cond_PCA int_ex all 5 50 3000 0.387236710551758 0.106746960094586
Cond_PCA int_ex 1000 2 50 19425 0.474528213242746 0.15974676567158
Cond_PCA all_cell_types 5000 2 50 20000 0.235788944301822 0.0471619908680365
PCA all_cell_types all 1 50 20000 0.310406338796902 0.0449585476616174
Cond_PCA all_cell_types 5000 1 50 20000 0.238059869765109 0.0420857144534178
Cond_PCA all_cell_types 5000 4 50 20000 0.226025610124753 0.0409853877928675
Cond_PCA all_cell_types 5000 3 50 20000 0.229801268924245 0.0492791575116951
Cond_PCA all_cell_types 5000 5 50 20000 0.215782893017996 0.0442829849734873
UMAP all_cell_types 10000 3 50 20000 0.00625725218904549 0.00438350436122814
UMAP all_cell_types all 4 50 3000 0.00354329865492997 0.0023636415078514
Cond_PCA int_ex 5000 5 50 19425 0.497017690237611 0.183311160204024
Cond_PCA int_ex 5000 1 50 19425 0.490093649675777 0.161988560314179
Cond_PCA all_cell_types 10000 4 50 20000 0.25320557312362 0.0379046061868461
Cond_PCA all_cell_types 10000 1 50 20000 0.283383791441894 0.0368736417104256
Cond_PCA int_ex 5000 4 50 19425 0.493754286432529 0.160147031814587
Cond_PCA int_ex 5000 3 50 19425 0.519503690638241 0.155316322741713
Cond_PCA int_ex 5000 2 50 19425 0.496700033473077 0.166971791816864
Cond_PCA all_cell_types 10000 5 50 20000 0.267074494187944 0.0508848199050895
Cond_PCA all_cell_types 10000 3 50 20000 0.262147488103651 0.0262450348169204
Cond_PCA all_cell_types 10000 2 50 20000 0.270081797685093 0.0466162133315774
Cond_PCA all_cell_types 15000 4 50 20000 0.273581351902446 0.0423263869960049
Cond_PCA all_cell_types 15000 2 50 20000 0.29194667560389 0.0480483816289582
Cond_PCA all_cell_types 15000 5 50 20000 0.277380240915698 0.0298235891081753
Cond_PCA int_ex 10000 3 50 19425 0.52331371601422 0.167985205434522
Cond_PCA all_cell_types 15000 1 50 20000 0.309265781544804 0.0271796966051751
Cond_PCA int_ex 10000 4 50 19425 0.515521261830161 0.166392521672998
Cond_PCA int_ex 10000 1 50 19425 0.512029739421876 0.171086899964324
Cond_PCA int_ex 10000 5 50 19425 0.518952800153698 0.175290029627187
Cond_PCA all_cell_types 15000 3 50 20000 0.287243714213544 0.0296267916846857
Cond_PCA int_ex 10000 2 50 19425 0.513589506917209 0.17211949775861
Cond_PCA int_ex all 5 50 19425 0.524309829341954 0.169939641379027
Cond_PCA all_cell_types 25000 4 50 20000 0.311527076375645 0.0368822156340504
Cond_PCA all_cell_types 25000 5 50 20000 0.314865505529571 0.0361191102433734
Cond_PCA int_ex all 1 50 19425 0.524309829341954 0.169939641379027
Cond_PCA all_cell_types 25000 3 50 20000 0.310905572262456 0.0489255591716483
Cond_PCA all_cell_types 25000 2 50 20000 0.313803459078043 0.0396969361414388
Cond_PCA all_cell_types 25000 1 50 20000 0.320179518264396 0.0496668686568085
Cond_PCA int_ex all 4 50 19425 0.524309829341954 0.169939641379027
Cond_PCA all_cell_types 35000 1 50 20000 0.318333272158866 0.0478405273459236
Cond_PCA all_cell_types 35000 3 50 20000 0.318150552557922 0.0579776390258843
Cond_PCA all_cell_types 35000 5 50 20000 0.321822685291462 0.0463091007753347
Cond_PCA all_cell_types 35000 4 50 20000 0.317668533011334 0.0436846408150806
Cond_PCA int_ex all 2 50 19425 0.524309829341954 0.169939641379027
Cond_PCA int_ex all 3 50 19425 0.524309829341954 0.169939641379027
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
scaled_NMF all_cell_types all 1 50 3000 0.0137173016632804 0.00504759844340852
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
Cond_PCA all_cell_types all 3 50 20000 0.324433705268747 0.0481682802027377
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
Cond_PCA all_cell_types all 2 50 20000 0.324433705268747 0.0481682802027377
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
Cond_PCA all_cell_types 35000 2 50 20000 0.323322313290163 0.0439807368537564
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
Cond_PCA all_cell_types all 4 50 20000 0.324433705268747 0.0481682802027377
Cond_PCA all_cell_types all 1 50 20000 0.324433705268747 0.0481682802027377
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
Cond_PCA all_cell_types all 5 50 20000 0.324433705268747 0.0481682802027377
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
UMAP int_ex all 5 50 3000 0.00173970037934235 0.00164071615683592
UMAP int_ex all 5 50 3000 0.00327533412807346 0.00318789883541959
scaled_NMF all_cell_types all 3 50 3000 0.0137173016632804 0.00504759844340852
scaled_NMF all_cell_types all 2 50 3000 0.0137173016632804 0.00504759844340852
scaled_NMF all_cell_types all 4 50 3000 0.0137173016632804 0.00504759844340852
scaled_NMF all_cell_types all 5 50 3000 0.0137173016632804 0.00504759844340852
Cond_PCA int_ex 500 1 50 19425 0.416349101743987 0.103065768702208
Cond_PCA int_ex 1000 3 50 19425 0.440567237752977 0.10593651901619
Cond_PCA int_ex 500 3 50 19425 0.438754699946933 0.124110189830533
Cond_PCA int_ex 500 2 50 19425 0.46519111153822 0.117856853563369
Cond_PCA int_ex 100 1 50 19425 0.269935093918585 0.153375278386781
Cond_PCA int_ex 100 2 50 19425 0.428348943168777 0.201054761640936
Cond_PCA int_ex 100 3 50 19425 0.509419903425126 0.112358605383645
Cond_PCA int_ex 1000 2 50 19425 0.474528210551979 0.159746765671579
Cond_PCA int_ex 500 4 50 19425 0.437818656291936 0.164686433787975
Cond_PCA int_ex 1000 4 50 19425 0.463321092682203 0.168494862758141
Cond_PCA int_ex 100 4 50 19425 0.389449414420561 0.0825166600209978
Cond_PCA int_ex 500 5 50 19425 0.410782975329971 0.161371591042655
Cond_PCA int_ex 100 5 50 19425 0.384365902436531 0.0946585044472339
Cond_PCA int_ex 1000 5 50 19425 0.434363135370686 0.117582822737359
Cond_PCA int_ex 1000 1 50 19425 0.460172819956611 0.206182170726801
PCA all_cell_types all 2 50 3000 0.0825622416102786 0.0154058873381939
PCA all_cell_types 10000 2 50 20000 0.238243183498256 0.0434199442772746
PCA all_cell_types 100 5 50 20000 0.0894673653579017 0.0858248605267519
PCA all_cell_types all 2 50 3000 0.0825622416102795 0.015405887338192
PCA all_cell_types 10000 2 50 20000 0.238243183498259 0.0434199442772755
UMAP all_cell_types 15000 3 50 20000 0.0078148937946253 0.00626156088060903
PCA all_cell_types 100 5 50 20000 0.0894673559911041 0.0858248605267322
PCA all_cell_types 25000 4 50 20000 0.292048169975262 0.0450595475135949
PCA all_cell_types 15000 3 50 20000 0.244841454747084 0.0331489253925313
PCA all_cell_types 15000 1 50 20000 0.263866172653401 0.045026464023957
UMAP int_ex 1000 1 50 19425 0.0070381859437143 0.00778800348313546
UMAP int_ex 5000 1 50 19425 0.00426765260525397 0.00293331670592678
UMAP int_ex 500 2 50 19425 -0.000127574339841896 0.000107740941982071
UMAP int_ex 5000 4 50 19425 0.00329179044898631 0.0023696597675682
UMAP int_ex 10000 2 50 19425 0.00695450315482737 0.00317059757622529
UMAP int_ex 1000 2 50 19425 0.00103306223626765 0.000307045104939285
UMAP int_ex 100 2 50 19425 0.00531021256939845 0.0123530897394889
UMAP int_ex 100 4 50 19425 -0.018044717356366 -0.00819819296918811
UMAP int_ex 100 1 50 19425 -0.0164749513689972 -0.00779416643346487
UMAP int_ex 100 5 50 19425 0.0780874672813873 0.0867531573646982
UMAP int_ex 500 3 50 19425 -0.00267195979428969 -0.000992731139070946
UMAP int_ex 5000 2 50 19425 -2.36003234528326e-05 3.04408005490364e-05
UMAP int_ex all 1 50 19425 0.00672112376711964 0.00328266648150932
UMAP int_ex 1000 3 50 19425 7.75589294343959e-06 0.000309433308528173
UMAP int_ex 1000 4 50 19425 0.00149539607441174 0.00159008791078619
UMAP int_ex 5000 3 50 19425 0.000672615081813932 0.000774545196231768
UMAP int_ex 10000 4 50 19425 0.0168922139409069 0.00576410282711171
UMAP int_ex 1000 5 50 19425 0.00361484168045401 0.00271711102171435
UMAP int_ex 500 1 50 19425 -0.00323616218804901 -0.00131131516852467
PCA all_cell_types 35000 1 50 20000 0.29941319490115 0.0432864051340962
UMAP int_ex 10000 1 50 19425 0.00522059793914076 0.00300125116619732
UMAP int_ex all 5 50 19425 0.00672112376711964 0.00328266648150932
UMAP int_ex 500 4 50 19425 0.0023196124616236 0.00211264567969272
UMAP int_ex 5000 5 50 19425 0.00495883522606788 0.00233338051650234
UMAP int_ex 500 5 50 19425 0.00614761279472065 0.00784727344399472
UMAP int_ex 10000 3 50 19425 0.0123274179843921 0.00859874875999
UMAP int_ex all 2 50 19425 0.00604960990750392 0.00289792183381521
UMAP int_ex 10000 5 50 19425 0.000740676878289603 0.000295298670024313
UMAP int_ex all 3 50 19425 0.00604960990750392 0.00289792183381521
UMAP int_ex all 4 50 19425 0.00672112376711964 0.00328266648150932
UMAP int_ex 100 3 50 19425 0.0255598767405415 0.0164854912437864
PCA int_ex all 1 50 19425 0.523688425772483 0.184500140131606
PCA int_ex all 3 50 19425 0.523688425772483 0.184500140131606
PCA int_ex 10000 1 50 19425 0.511527880645882 0.187764867633862
PCA int_ex 5000 5 50 19425 0.489989894013549 0.206108815449833
PCA int_ex 10000 2 50 19425 0.514015019449208 0.179510484426059
PCA int_ex all 5 50 19425 0.523688425772483 0.184500140131606
PCA int_ex 10000 3 50 19425 0.523477537665747 0.186953061302158
PCA int_ex all 2 50 19425 0.523688425772484 0.184500140131606
PCA int_ex 5000 2 50 19425 0.494140679582164 0.168198097056242
PCA int_ex 10000 5 50 19425 0.521147102979703 0.197302660859084
PCA int_ex 1000 4 50 19425 0.467109381402405 0.199663349611692
PCA int_ex 1000 2 50 19425 0.474390682517282 0.144716573912357
PCA int_ex 5000 1 50 19425 0.485165406037962 0.191946439830958
PCA int_ex 500 4 50 19425 0.444121793547853 0.186521413178762
PCA int_ex 1000 3 50 19425 0.444122152899363 0.13332130337939
PCA int_ex 5000 3 50 19425 0.51755085741757 0.192423081498983
PCA int_ex all 4 50 19425 0.523688425772484 0.184500140131606
PCA int_ex 1000 1 50 19425 0.450905498322379 0.208547981080831
PCA int_ex 5000 4 50 19425 0.491340089482536 0.160504479776745
PCA int_ex 100 2 50 19425 0.426660996332334 0.146977937409688
PCA int_ex 10000 4 50 19425 0.515440671392916 0.176243768895799
PCA int_ex 1000 5 50 19425 0.436631697075681 0.151366137889572
PCA int_ex 100 4 50 19425 0.401231019983173 0.0666744641425729
PCA int_ex 500 1 50 19425 0.416311645950346 0.122463686395349
PCA int_ex 100 1 50 19425 0.337455686842521 0.135143598595213
PCA int_ex 500 2 50 19425 0.468806504355771 0.154272249631164
PCA int_ex 500 5 50 19425 0.410853612920168 0.190413989523497
PCA int_ex 500 3 50 19425 0.440173922319665 0.106403457477967
